GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_000375465.1|WP_018126187.1 [Balneola vulgaris]
GCF_000375465.1|WP_018128613.1 [Balneola vulgaris]
GCF_001050215.2|WP_061913034.1 [Bellilinea caldifistulae]
GCF_018390535.1|WP_117710499.1 protein [Bacteroides]
GCF_900104485.1|WP_090874664.1 [Bauldia litoralis]
GCF_900104485.1|WP_090875007.1 [Bauldia litoralis]
GCF_900104485.1|WP_090878429.1 [Bauldia litoralis]
GCF_900104485.1|WP_090878719.1 [Bauldia litoralis]
GCF_900453875.1|WP_066077879.1 [Bergeriella denitrificans]
GCF_001402875.1|WP_055035960.1 [Blastochloris viridis]
GCF_001402875.1|WP_055038384.1 [Blastochloris viridis]
GCF_001402875.1|WP_335338144.1 [Blastochloris viridis]
GCF_002259795.1|WP_211277117.1 [Bifidobacterium aquikefiri]
GCF_003201955.1|WP_110299090.1 [Blastomonas natatoria]
GCF_003201955.1|WP_110299742.1 [Blastomonas natatoria]
GCF_003201955.1|WP_110299951.1 [Blastomonas natatoria]
GCF_003431825.1|WP_117353098.1 [Blastomonas fulva]
GCF_003431825.1|WP_117353311.1 protein [Blastomonas]
GCF_003431825.1|WP_117353594.1 [Blastomonas fulva]
GCF_003966715.1|WP_126398152.1 [Blastochloris tepida]
GCF_003966715.1|WP_342211495.1 [Blastochloris tepida]
GCF_008086205.1|WP_148403850.1 [Bizionia myxarmorum]
GCF_008630065.1|WP_150096167.1 [Blastochloris sulfoviridis]
GCF_008630065.1|WP_150096978.1 [Blastochloris sulfoviridis]
GCF_008630065.1|WP_150097676.1 [Blastochloris sulfoviridis]
GCF_008630065.1|WP_150098247.1 [Blastochloris sulfoviridis]
GCF_008698145.1|WP_223849871.1 [Bifidobacterium vespertilionis]
GCF_012295615.1|WP_243469377.1 [Bermanella marisrubri]
GCF_014638915.1|WP_188461528.1 [Bizionia arctica]
GCF_014638915.1|WP_188466108.1 [Bizionia arctica]
GCF_014639875.1|WP_188513669.1 [Blastomonas aquatica]
GCF_014639875.1|WP_188514207.1 [Blastomonas aquatica]
GCF_014639875.1|WP_268235815.1 [Blastomonas aquatica]
GCF_014641655.1|WP_188642109.1 [Blastomonas marina]
GCF_014898155.1|WP_094636359.1 [Bifidobacterium eulemuris]
GCF_019331695.1|WP_308283238.1 [Bifidobacterium pluvialisilvae]
GCF_019331715.1|WP_274608030.1 [Bifidobacterium simiiventris]
GCF_000261645.1|WP_028177342.1 protein [Bradyrhizobium]
GCF_000261645.1|WP_028181111.1 protein [Bradyrhizobium]
GCF_000261645.1|WP_035669188.1 [Bradyrhizobium liaoningense]
GCF_000261645.1|WP_050995073.1 protein [Bradyrhizobium]
GCF_000344805.1|WP_015667795.1 [Bradyrhizobium oligotrophicum]
GCF_000344805.1|WP_015669892.1 [Bradyrhizobium oligotrophicum]
GCF_000344805.1|WP_015670104.1 [Bradyrhizobium oligotrophicum]
GCF_000472965.1|WP_028347680.1 [Bradyrhizobium murdochi]
GCF_001189235.2|WP_050401954.1 [Bradyrhizobium embrapense]
GCF_001189235.2|WP_050404060.1 [Bradyrhizobium embrapense]
GCF_001189845.1|WP_050419935.1 [Bradyrhizobium tropiciagri]
GCF_001189845.1|WP_050423656.1 [Bradyrhizobium tropiciagri]
GCF_001189845.1|WP_050426159.1 [Bradyrhizobium tropiciagri]
GCF_001238275.1|WP_050626886.1 [Bradyrhizobium viridifuturi]
GCF_001440035.1|WP_057754455.1 protein [Bradyrhizobium]
GCF_001440385.1|WP_057848341.1 protein [Bradyrhizobium]
GCF_001440385.1|WP_057852531.1 [Bradyrhizobium valentinum]
GCF_001440385.1|WP_057855096.1 [Bradyrhizobium valentinum]
GCF_001440385.1|WP_245322903.1 [Bradyrhizobium valentinum]
GCF_001440395.1|WP_057839390.1 [Bradyrhizobium jicamae]
GCF_001440395.1|WP_057840923.1 protein [Bradyrhizobium]
GCF_001440415.1|WP_057841933.1 [Bradyrhizobium retamae]
GCF_001440475.1|WP_057857435.1 partial [Bradyrhizobium
GCF_001542415.1|WP_066498978.1 [Bradyrhizobium macuxiense]
GCF_001542415.1|WP_066501511.1 [Bradyrhizobium macuxiense]
GCF_001542415.1|WP_066503094.1 [Bradyrhizobium macuxiense]
GCF_001542415.1|WP_066505073.1 [Bradyrhizobium macuxiense]
GCF_001542415.1|WP_066508962.1 [Bradyrhizobium macuxiense]
GCF_001641335.1|WP_063693157.1 [Bradyrhizobium stylosanthis]
GCF_001641635.1|WP_063698777.1 [Bradyrhizobium centrolobii]
GCF_001641635.1|WP_063699322.1 [Bradyrhizobium centrolobii]
GCF_001641635.1|WP_063701690.1 [Bradyrhizobium centrolobii]
GCF_001641635.1|WP_063703112.1 [Bradyrhizobium centrolobii]
GCF_001641635.1|WP_063706148.1 [Bradyrhizobium centrolobii]
GCF_001641695.1|WP_063679355.1 [Bradyrhizobium neotropicale]
GCF_001693385.1|WP_065726299.1 [Bradyrhizobium icense]
GCF_001693515.2|WP_057840923.1 protein [Bradyrhizobium]
GCF_001693515.2|WP_065750410.1 [Bradyrhizobium paxllaeri]
GCF_001741865.1|WP_069693323.1 [Bosea vaviloviae]
GCF_001982635.1|WP_076863727.1 [Bradyrhizobium mercantei]
GCF_001982635.1|WP_076863996.1 [Bradyrhizobium mercantei]
GCF_001982635.1|WP_076864421.1 [Bradyrhizobium mercantei]
GCF_001982635.1|WP_076864528.1 [Bradyrhizobium mercantei]
GCF_002266435.2|WP_094895564.1 [Bradyrhizobium amphicarpaeae]
GCF_002266435.2|WP_162307911.1 [Bradyrhizobium amphicarpaeae]
GCF_002291445.1|WP_048635600.1 [Brenneria goodwinii]
GCF_002776695.1|WP_100175507.1 [Bradyrhizobium nitroreducens]
GCF_002776695.1|WP_100176083.1 [Bradyrhizobium nitroreducens]
GCF_002776695.1|WP_100178495.1 [Bradyrhizobium nitroreducens]
GCF_002776695.1|WP_100178555.1 protein [Bradyrhizobium]
GCF_002795245.1|WP_100231456.1 [Bradyrhizobium forestalis]
GCF_002795245.1|WP_100236856.1 [Bradyrhizobium forestalis]
GCF_002917105.1|WP_103721438.1 [Bosea psychrotolerans]
GCF_002917105.1|WP_245928128.1 [Bosea psychrotolerans]
GCF_003053845.1|WP_107989768.1 [Breoghania corrubedonensis]
GCF_003062295.1|WP_108522268.1 [Bradyrhizobium algeriense]
GCF_003351345.1|WP_114827758.1 [Bosea caraganae]
GCF_003351345.1|WP_114829043.1 [Bosea caraganae]
GCF_003351345.1|WP_114830553.1 [Bosea caraganae]
GCF_003351345.1|WP_245974258.1 [Bosea caraganae]
GCF_004114915.1|WP_128928586.1 [Bradyrhizobium guangxiense]
GCF_004114915.1|WP_347341899.1 [Bradyrhizobium guangxiense]
GCF_004114935.1|WP_128936929.1 [Bradyrhizobium zhanjiangense]
GCF_004114955.1|WP_128949490.1 [Bradyrhizobium guangzhouense]
GCF_004114955.1|WP_128949517.1 [Bradyrhizobium guangzhouense]
GCF_004114955.1|WP_128950290.1 [Bradyrhizobium guangzhouense]
GCF_004359355.1|WP_011088373.1 [Bradyrhizobium diazoefficiens]
GCF_004359355.1|WP_011089332.1 protein [Bradyrhizobium]
GCF_004359355.1|WP_028175975.1 protein [Bradyrhizobium]
GCF_004570865.1|WP_135164696.1 [Bradyrhizobium frederickii]
GCF_004570865.1|WP_135167359.1 [Bradyrhizobium frederickii]
GCF_004571025.1|WP_135175114.1 [Bradyrhizobium niftali]
GCF_004571025.1|WP_135175631.1 [Bradyrhizobium niftali]
GCF_004571025.1|WP_135179293.1 [Bradyrhizobium niftali]
GCF_004571025.1|WP_167771584.1 [Bradyrhizobium niftali]
GCF_007828095.1|WP_080134217.1 [Bradyrhizobium sacchari]
GCF_007828095.1|WP_080140313.1 [Bradyrhizobium sacchari]
GCF_007828095.1|WP_080140682.1 [Bradyrhizobium sacchari]
GCF_007830635.1|WP_018643443.1 [Bradyrhizobium huanghuaihaiense]
GCF_007830635.1|WP_018643521.1 [Bradyrhizobium huanghuaihaiense]
GCF_007830635.1|WP_018647113.1 [Bradyrhizobium huanghuaihaiense]
GCF_007830635.1|WP_018648263.1 [Bradyrhizobium huanghuaihaiense]
GCF_008016755.1|WP_147561765.1 [Brachyspira aalborgi]
GCF_008123515.1|WP_148749791.1 [Bradyrhizobium cytisi]
GCF_008123515.1|WP_148749796.1 [Bradyrhizobium cytisi]
GCF_008123515.1|WP_148751549.1 [Bradyrhizobium cytisi]
GCF_008123515.1|WP_148751622.1 [Bradyrhizobium cytisi]
GCF_008123515.1|WP_148754635.1 [Bradyrhizobium cytisi]
GCF_008123965.1|WP_148740788.1 [Bradyrhizobium hipponense]
GCF_008123965.1|WP_148741150.1 [Bradyrhizobium hipponense]
GCF_008123965.1|WP_148742529.1 [Bradyrhizobium hipponense]
GCF_008123965.1|WP_148742553.1 [Bradyrhizobium hipponense]
GCF_008123965.1|WP_148743483.1 [Bradyrhizobium hipponense]
GCF_008932115.1|WP_151645048.1 [Bradyrhizobium betae]
GCF_009176665.1|WP_028141126.1 protein [Bradyrhizobium]
GCF_009176665.1|WP_028142934.1 protein [Bradyrhizobium]
GCF_009759665.1|WP_157328829.1 [Bradyrhizobium cajani]
GCF_009759665.1|WP_157333636.1 [Bradyrhizobium cajani]
GCF_009759665.1|WP_157337071.1 [Bradyrhizobium cajani]
GCF_010811875.1|WP_163154830.1 [Bradyrhizobium uaiense]
GCF_010811875.1|WP_163160023.1 [Bradyrhizobium uaiense]
GCF_010811875.1|WP_163160810.1 [Bradyrhizobium uaiense]
GCF_011068405.5|WP_166342449.1 [Bradyrhizobium barranii]
GCF_011068405.5|WP_166348306.1 [Bradyrhizobium barranii]
GCF_011516645.4|WP_166212556.1 [Bradyrhizobium septentrionale]
GCF_011516645.4|WP_166213597.1 [Bradyrhizobium septentrionale]
GCF_011516645.4|WP_166216973.1 [Bradyrhizobium septentrionale]
GCF_011604665.1|WP_166470080.1 [Bradyrhizobium symbiodeficiens]
GCF_012871055.1|WP_018273016.1 protein [Bradyrhizobium]
GCF_012871055.1|WP_172648910.1 protein [Bradyrhizobium]
GCF_013114835.1|WP_171708419.1 [Bradyrhizobium archetypum]
GCF_013114835.1|WP_171709472.1 [Bradyrhizobium archetypum]
GCF_013114835.1|WP_171709492.1 [Bradyrhizobium archetypum]
GCF_013114835.1|WP_171710342.1 [Bradyrhizobium archetypum]
GCF_013178945.1|WP_172110524.1 [Bradyrhizobium aeschynomenes]
GCF_013178945.1|WP_172113836.1 [Bradyrhizobium aeschynomenes]
GCF_013178945.1|WP_172183322.1 [Bradyrhizobium aeschynomenes]
GCF_013752735.1|WP_014492825.1 protein [Bradyrhizobium]
GCF_013752735.1|WP_225894938.1 protein [Bradyrhizobium]
GCF_014530645.1|WP_188103066.1 [Bradyrhizobium campsiandrae]
GCF_014530645.1|WP_188108449.1 [Bradyrhizobium campsiandrae]
GCF_015291705.1|WP_027560141.1 protein [Bradyrhizobium]
GCF_015291705.1|WP_027560619.1 protein [Bradyrhizobium]
GCF_015291705.1|WP_027561559.1 protein [Bradyrhizobium]
GCF_015624505.1|WP_195801995.1 [Bradyrhizobium commune]
GCF_015624505.1|WP_195803721.1 [Bradyrhizobium commune]
GCF_016031625.1|WP_197960044.1 [Bradyrhizobium agreste]
GCF_016031625.1|WP_197963199.1 [Bradyrhizobium agreste]
GCF_016031625.1|WP_197963319.1 [Bradyrhizobium agreste]
GCF_016031635.1|WP_061877010.1 protein [Bradyrhizobium]
GCF_016031635.1|WP_061882887.1 [Bradyrhizobium diversitatis]
GCF_016031635.1|WP_197968593.1 [Bradyrhizobium diversitatis]
GCF_016031655.1|WP_197953120.1 [Bradyrhizobium glycinis]
GCF_017493175.3|WP_176534009.1 [Bradyrhizobium quebecense]
GCF_017493175.3|WP_207833705.1 [Bradyrhizobium quebecense]
GCF_017493175.3|WP_207840575.1 [Bradyrhizobium quebecense]
GCF_018129525.1|WP_172240562.1 protein [Bradyrhizobium]
GCF_018129525.1|WP_172242924.1 protein [Bradyrhizobium]
GCF_018736085.1|WP_215619894.1 [Bradyrhizobium sediminis]
GCF_018736085.1|WP_215621931.1 [Bradyrhizobium sediminis]
GCF_018736085.1|WP_215622308.1 [Bradyrhizobium sediminis]
GCF_018736085.1|WP_215623089.1 [Bradyrhizobium sediminis]
GCF_019402665.1|WP_219679171.1 [Bradyrhizobium canariense]
GCF_020329435.1|WP_225670595.1 [Bradyrhizobium hereditatis]
GCF_020329435.1|WP_225674416.1 [Bradyrhizobium hereditatis]
GCF_020329435.1|WP_225678333.1 [Bradyrhizobium hereditatis]
GCF_020329485.1|WP_225704176.1 [Bradyrhizobium cenepequi]
GCF_020329485.1|WP_225708626.1 [Bradyrhizobium cenepequi]
GCF_020329485.1|WP_225708761.1 [Bradyrhizobium cenepequi]
GCF_020329505.1|WP_225713145.1 [Bradyrhizobium semiaridum]
GCF_020329505.1|WP_225715033.1 [Bradyrhizobium semiaridum]
GCF_020889685.1|WP_229184170.1 [Bradyrhizobium oropedii]
GCF_020889685.1|WP_229185624.1 [Bradyrhizobium oropedii]
GCF_020889685.1|WP_229186954.1 [Bradyrhizobium oropedii]
GCF_020889685.1|WP_229187084.1 [Bradyrhizobium oropedii]
GCF_020889685.1|WP_229188122.1 [Bradyrhizobium oropedii]
GCF_020889705.1|WP_229167802.1 [Bradyrhizobium altum]
GCF_020889705.1|WP_229170207.1 [Bradyrhizobium altum]
GCF_020889785.1|WP_229197228.1 [Bradyrhizobium acaciae]
GCF_020889785.1|WP_229197679.1 [Bradyrhizobium acaciae]
GCF_020889785.1|WP_229200556.1 [Bradyrhizobium acaciae]
GCF_021044685.1|WP_145629745.1 [Bradyrhizobium daqingense]
GCF_022012555.1|WP_237859771.1 protein [Bradyrhizobium]
GCF_022012555.1|WP_237864204.1 [Bradyrhizobium zhengyangense]
GCF_022012555.1|WP_237865786.1 [Bradyrhizobium zhengyangense]
GCF_023347585.1|WP_249245783.1 [Brenneria tiliae]
GCF_024809475.1|WP_259212723.1 [Bradyrhizobium centrosematis]
GCF_025209975.1|WP_158445601.1 [Bosea minatitlanensis]
GCF_025209975.1|WP_158446363.1 [Bosea minatitlanensis]
GCF_029167075.1|WP_271539478.1 protein [Bradyrhizobium]
GCF_029167075.1|WP_275501734.1 [Bradyrhizobium yuanmingense]
GCF_029714345.1|WP_283067299.1 [Bradyrhizobium brasilense]
GCF_029714545.1|WP_038385630.1 protein [Bradyrhizobium]
GCF_029714545.1|WP_283088870.1 [Bradyrhizobium pachyrhizi]
GCF_029714545.1|WP_283089219.1 [Bradyrhizobium pachyrhizi]
GCF_030144325.1|WP_284168839.1 [Bosea vestrisii]
GCF_030144325.1|WP_284169402.1 [Bosea vestrisii]
GCF_030160715.1|WP_284262313.1 [Bradyrhizobium iriomotense]
GCF_030160715.1|WP_284270979.1 [Bradyrhizobium iriomotense]
GCF_030160715.1|WP_284271011.1 [Bradyrhizobium iriomotense]
GCF_900094605.1|WP_091955442.1 [Bradyrhizobium shewense]
GCF_900094605.1|WP_245323180.1 [Bradyrhizobium shewense]
GCF_900108245.1|WP_103871283.1 [Bosea lathyri]
GCF_900108245.1|WP_244595415.1 [Bosea lathyri]
GCF_900108245.1|WP_244595780.1 [Bosea lathyri]
GCF_900108245.1|WP_342210575.1 [Bosea lathyri]
GCF_900109525.1|WP_091831286.1 [Bosea lupini]
GCF_900142985.1|WP_072819094.1 [Bradyrhizobium erythrophlei]
GCF_900168195.1|WP_055727585.1 [Bosea thiooxidans]
GCF_900168195.1|WP_342060157.1 [Bosea thiooxidans]
GCF_900324035.1|WP_122400104.1 [Bradyrhizobium vignae]
GCF_900324035.1|WP_122406011.1 [Bradyrhizobium vignae]
GCF_000144605.1|WP_013267694.1 [Brevundimonas subvibrioides]
GCF_000144605.1|WP_013268247.1 [Brevundimonas subvibrioides]
GCF_000421705.1|WP_024354929.1 protein [Brevundimonas]
GCF_000421705.1|WP_024354954.1 [Brevundimonas naejangsanensis]
GCF_000421705.1|WP_024355022.1 protein [Brevundimonas]
GCF_000428765.1|WP_029086534.1 [Brevundimonas aveniformis]
GCF_000466985.1|WP_021696141.1 protein [Brevundimonas]
GCF_000466985.1|WP_021697138.1 protein [Brevundimonas]
GCF_000466985.1|WP_021697582.1 protein [Brevundimonas]
GCF_001876955.1|WP_071632560.1 [Brucella cytisi]
GCF_002208825.2|WP_066623286.1 [Brevundimonas vesicularis]
GCF_002208825.2|WP_066628856.1 [Brevundimonas vesicularis]
GCF_002591785.1|WP_029096318.1 [Budvicia aquatica]
GCF_003025005.1|WP_107039073.1 [Brumimicrobium mesophilum]
GCF_003025005.1|WP_107040004.1 [Brumimicrobium mesophilum]
GCF_003350205.1|WP_114816546.1 [Brevundimonas bullata]
GCF_003350205.1|WP_114816888.1 [Brevundimonas bullata]
GCF_003350205.1|WP_114817097.1 [Brevundimonas bullata]
GCF_003350205.1|WP_114817540.1 [Brevundimonas bullata]
GCF_003350205.1|WP_114817929.1 [Brevundimonas bullata]
GCF_003350205.1|WP_245944991.1 [Brevundimonas bullata]
GCF_003402975.1|WP_116879587.1 [Brumimicrobium aurantiacum]
GCF_003402975.1|WP_116879588.1 [Brumimicrobium aurantiacum]
GCF_003730275.1|WP_123287565.1 [Brevundimonas halotolerans]
GCF_003730275.1|WP_123288261.1 [Brevundimonas halotolerans]
GCF_003934285.1|WP_125256195.1 [Brevundimonas fluminis]
GCF_004152935.1|WP_130093932.1 [Brumimicrobium glaciale]
GCF_007860015.1|WP_146448457.1 [Bythopirellula polymerisocia]
GCF_011761985.1|WP_243862674.1 [Brevundimonas terrae]
GCF_014196125.1|WP_183196222.1 [Brevundimonas mediterranea]
GCF_014196335.1|WP_183202647.1 [Brevundimonas lenta]
GCF_014196335.1|WP_183203181.1 [Brevundimonas lenta]
GCF_014196335.1|WP_183203671.1 [Brevundimonas lenta]
GCF_014199945.1|WP_183214421.1 [Brevundimonas variabilis]
GCF_014202075.1|WP_183253563.1 [Brevundimonas basaltis]
GCF_014202075.1|WP_246347398.1 [Brevundimonas basaltis]
GCF_014218725.1|WP_045811047.1 protein [Brevundimonas]
GCF_014640615.1|WP_188824141.1 [Brucella endophytica]
GCF_014640615.1|WP_188826023.1 [Brucella endophytica]
GCF_014836405.1|WP_191744668.1 [Brevundimonas guildfordensis]
GCF_014836405.1|WP_191744792.1 [Brevundimonas guildfordensis]
GCF_017086445.1|WP_205680869.1 [Brevundimonas fontaquae]
GCF_017086445.1|WP_241004654.1 [Brevundimonas fontaquae]
GCF_017487345.1|WP_225910288.1 [Brevundimonas pondensis]
GCF_017487405.1|WP_207869000.1 [Brevundimonas goettingensis]
GCF_017487405.1|WP_207869530.1 [Brevundimonas goettingensis]
GCF_017487405.1|WP_207870482.1 [Brevundimonas goettingensis]
GCF_019395145.1|WP_219354568.1 [Brevundimonas nasdae]
GCF_023573565.1|WP_249749751.1 protein [Brevundimonas]
GCF_023573565.1|WP_249751395.1 protein [Brevundimonas]
GCF_023573565.1|WP_249751402.1 protein [Brevundimonas]
GCF_023573565.1|WP_250202248.1 [Brevundimonas albigilva]
GCF_027922165.1|WP_271164246.1 [Brevundimonas intermedia]
GCF_027922165.1|WP_271164428.1 [Brevundimonas intermedia]
GCF_027922165.1|WP_271164499.1 [Brevundimonas intermedia]
GCF_027922165.1|WP_271164899.1 [Brevundimonas intermedia]
GCF_030160755.1|WP_284223355.1 [Brevundimonas denitrificans]
GCF_900445995.1|WP_003164397.1 [Brevundimonas diminuta]
GCF_900445995.1|WP_003166249.1 [Brevundimonas diminuta]
GCF_900445995.1|WP_003166401.1 [Brevundimonas diminuta]
GCF_904830995.1|WP_201462878.1 [Brevundimonas aurantiaca]
GCF_904830995.1|WP_201463830.1 [Brevundimonas aurantiaca]
GCF_000284335.1|WP_014454040.1 [Caldisericum exile]
GCF_000531125.1|WP_034431409.1 [Candidatus Contendobacter
GCF_000949635.1|WP_052564224.1 protein [Candidatus
GCF_001753675.2|WP_070066395.1 [Candidatus Brocadia
GCF_001753675.2|WP_201789356.1 [Candidatus Brocadia
GCF_001753675.2|WP_230402470.1 [Candidatus Brocadia
GCF_001886815.1|WP_006927115.1 [Caldithrix abyssi]
GCF_001886815.1|WP_071961258.1 [Caldithrix abyssi]
GCF_001886815.1|WP_071961259.1 [Caldithrix abyssi]
GCF_002289455.1|WP_095721938.1 [Calothrix elsteri]
GCF_002368095.1|WP_096655963.1 [Calothrix parasitica]
GCF_002532075.1|WP_097652239.1 [Candidatus Chloroploca
GCF_004762035.2|WP_135475967.1 [Candidatus Chloroploca
GCF_007745435.1|WP_145259676.1 [Calycomorphotria hydatis]
GCF_007745435.1|WP_145264600.1 [Calycomorphotria hydatis]
GCF_011290485.1|WP_210756806.1 [Caldichromatium japonicum]
GCF_011601315.1|WP_166807265.1 [Candidatus Chlorobium
GCF_013155545.1|WP_172216813.1 [Caenimonas soli]
GCF_021057185.1|WP_231176329.1 [Candidatus Absconditicoccus
GCF_905120465.1|WP_336245598.1 [Campylobacter majalis]
GCF_000689395.1|WP_043950795.1 [Candidatus Phaeomarinobacter
GCF_000689395.1|WP_122381330.1 [Candidatus Phaeomarinobacter
GCF_000742835.1|WP_038464966.1 [Candidatus Paracaedibacter
GCF_001458695.1|WP_062483647.1 [Candidatus Nitrospira
GCF_002117145.1|WP_198157295.1 [Candidatus Nucleicultrix
GCF_003044035.1|WP_193450646.1 [Candidatus Methylomirabilis
GCF_003112735.1|WP_108984727.1 [Candidatus Phycosocius
GCF_003664375.1|WP_245969005.1 [Candidatus Rickettsia
GCF_003966755.1|WP_126322698.1 [Candidatus Rickettsiella
GCF_004210305.1|WP_130153582.1 [Candidatus Finniella
GCF_011066545.1|WP_099326996.1 protein [Candidatus
GCF_012184425.1|WP_168058821.1 [Candidatus Manganitrophus
GCF_015265455.1|WP_194369478.1 [Candidatus Sulfurimonas
GCF_016751895.1|WP_202149967.1 [Candidatus Sarmatiella
GCF_020084865.1|WP_224134267.1 [Candidatus Kaistella
GCF_020149915.1|WP_240525683.1 [Candidatus Sulfidibacterium
GCF_020149915.1|WP_262901521.1 [Candidatus Sulfidibacterium
GCF_902806695.1|WP_174624457.1 [Candidatus Methylobacter
GCF_000022005.1|YP_002516117.2 [Caulobacter vibrioides
GCF_000022005.1|YP_002516778.1 vibrioides NA1000]
GCF_000022005.1|YP_002519006.1 vibrioides NA1000]
GCF_000186265.1|WP_013549655.1 [Cellulophaga algicola]
GCF_000298295.1|WP_009185214.1 [Cecembia lonarensis]
GCF_000468615.2|WP_024478939.1 [Cellulophaga baltica]
GCF_001414055.1|WP_062144200.1 [Caulobacter henricii]
GCF_001414055.1|WP_062150240.1 [Caulobacter henricii]
GCF_001414055.1|WP_166504257.1 [Caulobacter henricii]
GCF_001414055.1|WP_236849489.1 [Caulobacter henricii]
GCF_002749615.1|WP_099620296.1 [Caulobacter mirabilis]
GCF_002749615.1|WP_099623174.1 [Caulobacter mirabilis]
GCF_002749615.1|WP_245863769.1 [Caulobacter mirabilis]
GCF_002858925.1|WP_101717236.1 [Caulobacter zeae]
GCF_003014575.1|WP_211299914.1 [Cecembia rubra]
GCF_003015125.1|WP_227878865.1 [Caulobacter segnis]
GCF_003094615.1|WP_116490329.1 [Caulobacter radicis]
GCF_003094615.1|WP_116490420.1 [Caulobacter radicis]
GCF_003094615.1|WP_208866863.1 [Caulobacter radicis]
GCF_003333325.1|WP_114491725.1 [Candidatus Ulvibacter
GCF_003722335.1|WP_101711716.1 [Caulobacter flavus]
GCF_003722335.1|WP_180896971.1 [Caulobacter flavus]
GCF_004102945.1|WP_128699163.1 [Candidatus Velamenicoccus
GCF_004359955.1|WP_133511101.1 [Candidatus Thiosymbion
GCF_009746125.1|WP_162527539.1 [Casimicrobium huifangae]
GCF_010977555.1|WP_056761125.1 protein [Caulobacter]
GCF_010977555.1|WP_163229145.1 [Caulobacter rhizosphaerae]
GCF_010977555.1|WP_163229196.1 [Caulobacter rhizosphaerae]
GCF_010977555.1|WP_163230915.1 [Caulobacter rhizosphaerae]
GCF_010977555.1|WP_188916221.1 [Caulobacter rhizosphaerae]
GCF_011045195.1|WP_165189977.1 [Caulobacter soli]
GCF_011045195.1|WP_165190576.1 [Caulobacter soli]
GCF_016135805.1|WP_198578086.1 [Caulobacter hibisci]
GCF_018271995.1|WP_212215768.1 [Carboxylicivirga linearis]
GCF_030506285.1|WP_302253627.1 [Catalinimonas niigatensis]
GCF_030506285.1|WP_302255066.1 [Catalinimonas niigatensis]
GCF_030506285.1|WP_302255720.1 [Catalinimonas niigatensis]
GCF_030506285.1|WP_302256961.1 [Catalinimonas niigatensis]
GCF_000015125.1|WP_011746097.1 [Chlorobium phaeobacteroides]
GCF_000020505.1|WP_012503179.1 [Chlorobaculum parvum]
GCF_000020525.1|WP_012500586.1 [Chloroherpeton thalassium]
GCF_000021945.1|WP_015941329.1 [Chloroflexus aggregans]
GCF_000060345.1|WP_011708445.1 [Christiangramia forsetii]
GCF_000348925.1|WP_009195637.1 [Cesiribacter andamanensis]
GCF_000348925.1|WP_009196154.1 [Cesiribacter andamanensis]
GCF_000423065.1|WP_026934769.1 [Christiangramia echinicola]
GCF_000423065.1|WP_026935474.1 [Christiangramia echinicola]
GCF_000423065.1|WP_340139843.1 [Christiangramia echinicola]
