GENOME,HOMOLOG
GCF_000521505.1_ASM52150v1,NO
GCF_000688515.1_ASM68851v1,NO
GCF_000701665.1_ASM70166v1,YES
GCF_000739935.1_ASM73993v1,NO
GCF_000764645.1_ASM76464v1,NO
GCF_000764655.1_ASM76465v1,NO
GCF_000764665.1_ASM76466v1,NO
GCF_000819725.1_PRJEB7021,NO
GCF_000819805.1_PRJEB7026,NO
GCF_000819865.1_PRJEB7029,NO
GCF_000819885.1_PRJEB7030,YES
GCF_000820005.1_PRJEB7033,NO
GCF_000820025.1_PRJEB7034,NO
GCF_000820085.1_PRJEB7037,NO
GCF_000820145.1_PRJEB7040,NO
GCF_000820165.1_PRJEB7041,NO
GCF_000952855.1_ASM95285v1,NO
GCF_001262635.1_ASM126263v1,NO
GCF_001436375.1_ASM143637v1,NO
GCF_001481395.1_ASM148139v1,NO
GCF_001509405.1_ASM150940v1,NO
GCF_001518795.1_ASM151879v1,NO
GCF_001541345.2_ASM154134v2,NO
GCF_001543105.1_ASM154310v1,NO
GCF_001543175.1_ASM154317v1,NO
GCF_001543245.1_ASM154324v1,NO
GCF_001543285.1_ASM154328v1,NO
GCF_001562555.1_ASM156255v1,NO
GCF_001573155.1_ASM157315v1,NO
GCF_001641085.1_ASM164108v1,YES
GCF_001660485.1_ASM166048v1,NO
GCF_002157225.2_ASM215722v2,NO
GCF_002312815.1_ASM231281v1,NO
GCF_002735305.1_ASM273530v1,NO
GCF_002795305.1_ASM279530v1,NO
GCF_002812985.1_MDC2473,NO
GCF_002906925.1_ASM290692v1,NO
GCF_002915195.1_ASM291519v1,YES
GCF_003015165.1_ASM301516v1,NO
GCF_003051055.1_ASM305105v1,NO
GCF_003065605.1_ASM306560v1,NO
GCF_003070885.1_ASM307088v1,NO
GCF_003130255.1_ASM313025v1,NO
GCF_003234965.1_ASM323496v1,YES
GCF_003265465.1_ASM326546v1,NO
GCF_003385955.1_ASM338595v1,NO
GCF_003569045.1_Grel_assembly01,NO
GCF_003586285.1_ASM358628v1,NO
GCF_003667725.1_ASM366772v1,YES
GCF_003667905.1_ASM366790v1,YES
GCF_003674095.1_ASM367409v1,NO
GCF_003752465.1_ASM375246v1,NO
GCF_003850045.1_ASM385004v1,NO
GCF_003864255.1_ASM386425v1,NO
GCF_003946725.1_ASM394672v1,NO
GCF_003967035.1_ASM396703v1,NO
GCF_004023665.1_ASM402366v1,NO
GCF_004134805.1_ASM413480v1,NO
GCF_004134825.1_ASM413482v1,NO
GCF_004134865.1_ASM413486v1,NO
GCF_004134885.2_ASM413488v2,NO
GCF_004134905.2_ASM413490v2,NO
GCF_004135055.1_ASM413505v1,NO
GCF_004217095.1_ASM421709v1,NO
GCF_004310285.1_ASM431028v1,YES
GCF_005144425.2_ASM514442v2,YES
GCF_005144435.2_ASM514443v2,YES
GCF_005943945.1_ASM594394v1,YES
GCF_006337065.1_ASM633706v1,NO
GCF_006346335.1_ASM634633v1,NO
GCF_007421815.1_ASM742181v1,NO
GCF_007748035.1_ASM774803v1,YES
GCF_007827555.1_ASM782755v1,NO
GCF_007923295.1_ASM792329v1,NO
GCF_007992115.1_ASM799211v1,NO
GCF_008039565.1_ASM803956v1,NO
GCF_008122505.1_ASM812250v1,NO
GCF_008365295.1_ASM836529v1,NO
GCF_008693705.1_ASM869370v1,NO
GCF_008710095.1_ASM871009v1,NO
GCF_008831045.1_ASM883104v1,NO
GCF_009192765.1_ASM919276v1,YES
GCF_009647605.1_ASM964760v1,NO
GCF_009649075.1_ASM964907v1,NO
GCF_009674665.1_ASM967466v1,NO
GCF_009709675.1_ASM970967v1,NO
GCF_009749385.1_ASM974938v1,NO
GCF_009749405.1_ASM974940v1,NO
GCF_009910365.1_ASM991036v1,NO
GCF_011009535.1_ASM1100953v1,NO
GCF_011602365.1_ASM1160236v1,NO
GCF_013283745.1_ASM1328374v1,NO
GCF_013285525.1_ASM1328552v1,NO
GCF_013408435.1_ASM1340843v1,NO
GCF_013408555.1_ASM1340855v1,NO
GCF_013410355.1_ASM1341035v1,NO
GCF_013868155.1_ASM1386815v1,NO
GCF_014169735.1_ASM1416973v1,NO
GENOME,HOMOLOG
GCF_014203115.1_ASM1420311v1,YES
GCF_014287995.1_ASM1428799v1,NO
GCF_014288055.1_ASM1428805v1,NO
GCF_014596935.1_ASM1459693v1,YES
GCF_014596945.1_ASM1459694v1,NO
GCF_014596975.1_ASM1459697v1,YES
GCF_014635245.1_ASM1463524v1,NO
GCF_014636215.1_ASM1463621v1,NO
GCF_014645235.1_ASM1464523v1,NO
GCF_014645655.1_ASM1464565v1,NO
GCF_014648575.1_ASM1464857v1,YES
GCF_014652395.1_ASM1465239v1,NO
GCF_014857905.1_ASM1485790v1,NO
GCF_014892695.1_ASM1489269v1,NO
GCF_015352975.1_ASM1535297v1,NO
GCF_015476115.1_ASM1547611v1,NO
GCF_016026615.1_ASM1602661v1,NO
GCF_016026875.1_ASM1602687v1,NO
GCF_016127195.1_ASM1612719v1,NO
GCF_016595155.1_ASM1659515v1,NO
GCF_016757735.1_ASM1675773v1,YES
GCF_016907355.1_ASM1690735v1,NO
GCF_017313405.1_ASM1731340v1,YES
GCF_017591665.1_ASM1759166v1,NO
GCF_018024495.1_ASM1802449v1,NO
GCF_018476645.1_ASM1847664v1,YES
GCF_018863235.1_ASM1886323v1,NO
GCF_019132845.1_ASM1913284v1,NO
GCF_019649015.1_ASM1964901v1,NO
GCF_019670105.1_ASM1967010v1,NO
GCF_019670125.1_ASM1967012v1,NO
GCF_020149575.1_ASM2014957v1,NO
GCF_020341435.1_ASM2034143v1,NO
GCF_020423125.1_ASM2042312v1,NO
GCF_020687825.1_ASM2068782v1,NO
GCF_021030645.1_ASM2103064v1,NO
GCF_021044935.1_ASM2104493v1,NO
GCF_021228295.1_ASM2122829v1,YES
GCF_021310995.1_ASM2131099v1,YES
GCF_021442325.1_ASM2144232v1,NO
GCF_022008365.1_ASM2200836v1,YES
GCF_022008395.1_ASM2200839v1,NO
GCF_022488045.1_ASM2248804v1,NO
GCF_022662015.1_ASM2266201v1,YES
GCF_022662095.1_ASM2266209v1,NO
GCF_022662135.1_ASM2266213v1,YES
GCF_022662195.1_ASM2266219v1,YES
GCF_022811705.1_ASM2281170v1,YES
GCF_023509475.1_ASM2350947v1,NO
GCF_023518055.1_ASM2351805v1,NO
GCF_024054565.1_ASM2405456v1,NO
GCF_024160205.1_ASM2416020v1,NO
GCF_025136295.1_ASM2513629v1,YES
GCF_025566985.1_ASM2556698v1,NO
GCF_025567315.1_ASM2556731v1,NO
GCF_027498475.1_ASM2749847v1,NO
GCF_027922085.1_ASM2792208v1,YES
GCF_028355655.1_ASM2835565v1,NO
GCF_028561335.1_ASM2856133v1,YES
GCF_029076465.1_ASM2907646v1,NO
GCF_030036535.1_ASM3003653v1,YES
GCF_030160655.1_ASM3016065v1,NO
GCF_030296695.1_ASM3029669v1,NO
GCF_900013505.1_AHY_PRJEB12192_v1,YES
GCF_900013535.1_AHY_PRJEB12185_v1,NO
GCF_900099705.1_IMG-taxon_2634166279_annotated_assembly,NO
GCF_900102695.1_IMG-taxon_2595699009_annotated_assembly,NO
GCF_900104685.1_IMG-taxon_2634166342_annotated_assembly,NO
GCF_900104705.1_IMG-taxon_2634166154_annotated_assembly,NO
GCF_900106795.1_IMG-taxon_2667527447_annotated_assembly,YES
GCF_900142065.1_IMG-taxon_2698536811_annotated_assembly,NO
GCF_900163565.1_ASM90016356v1,NO
GCF_900167475.1_IMG-taxon_2708742384_annotated_assembly,NO
GCF_900167545.1_IMG-taxon_2708742401_annotated_assembly,NO
GCF_900176325.1_IMG-taxon_2622736423_annotated_assembly,NO
GCF_900177685.1_IMG-taxon_2708742395_annotated_assembly,NO
GCF_900291975.1_PRJEB24950,NO
GCF_900445155.1_52067_E01,NO
GCF_900476035.1_53694_C01,NO
GCF_900489485.1_Aequorivita_CIP107455T_annotated_assembly,NO
GCF_900489835.1_Aequorivita_CIP107457T_annotated_assembly,YES
GCF_900636915.1_45532_F02,NO
GCF_900637545.1_51438_G01,NO
GCF_905113025.1_As-46-U14,NO
GCF_905132925.1_TN14,NO
GCF_943192905.1_Adlercreutzia_sp_nov1_DSM112345,NO
GCF_000009365.1_ASM936v1,NO
GCF_000020845.1_ASM2084v1,NO
GCF_000024285.1_ASM2428v1,NO
GCF_000154465.1_ASM15446v1,NO
GCF_000166275.1_ASM16627v1,YES
GCF_000179015.2_ASM17901v2,NO
GCF_000196495.1_ASM19649v1,NO
GCF_000272005.1_ASM27200v1,NO
GCF_000280055.1_ASM28005v1,NO
GCF_000284355.1_ASM28435v1,NO
GCF_000300995.1_ASM30099v1,NO
GCF_000314975.1_ASM31497v1,NO
GCF_000374465.1_ASM37446v1,YES
GCF_000374485.1_ASM37448v1,NO
GCF_000421565.1_ASM42156v1,NO
GCF_000429405.1_ASM42940v1,YES
GCF_000429425.1_ASM42942v1,NO
GCF_000429445.1_ASM42944v1,NO
GCF_000429465.1_ASM42946v1,NO
GCF_000429485.1_ASM42948v1,NO
GCF_000429505.1_ASM42950v1,NO
GCF_000429525.1_ASM42952v1,NO
GCF_000430585.1_ASM43058v1,NO
GCF_000472905.1_ASM47290v1,NO
GCF_000585195.1_Arcobacter_lanthierii_AF1581,NO
GCF_000733765.1_ASM73376v1,NO
GCF_000756655.1_ASM75665v1,NO
GCF_000756665.1_ASM75666v1,NO
GCF_000786575.1_ASM78657v1,NO
GCF_000952155.1_asmbly001,NO
GCF_000967305.2_ASM96730v2,NO
GCF_001293565.1_ASM129356v1,YES
GCF_001399675.1_ASM139967v1,NO
GCF_001442615.1_ASM144261v1,NO
GCF_001447355.1_ASM144735v1,NO
GCF_001544355.1_ASM154435v1,NO
GCF_001552255.1_ASM155225v1,NO
GCF_001552655.1_ASM155265v1,NO
GCF_001552675.1_ASM155267v1,NO
GCF_001558155.1_ASM155815v1,NO
GCF_001593605.1_ASM159360v1,YES
GCF_001646865.1_rk21,NO
GCF_001691055.1_ASM169105v1,NO
GCF_001695395.1_ASM169539v1,NO
GCF_001936475.1_ASM193647v1,YES
GCF_002150685.1_ASM215068v1,NO
GCF_002287075.1_ASM228707v1,YES
GCF_002807035.1_ASM280703v1,NO
GCF_002927635.1_ASM292763v1,NO
GCF_002954715.1_ASM295471v1,NO
GCF_003003255.1_ASM300325v1,NO
GCF_003015185.1_ASM301518v1,YES
GCF_003076515.1_ASM307651v1,NO
GCF_003116585.1_ASM311658v1,YES
GCF_003143755.1_ASM314375v1,NO
GCF_003253485.1_ASM325348v1,NO
GCF_003254055.1_ASM325405v1,YES
GCF_003254355.1_ASM325435v1,NO
GCF_003259255.1_ASM325925v1,YES
GCF_003259445.1_ASM325944v1,NO
GCF_003259505.1_ASM325950v1,YES
GCF_003286125.1_ASM328612v1,NO
GCF_003316695.1_ASM331669v1,NO
GCF_003316875.1_ASM331687v1,NO
GCF_003355515.1_ASM335551v1,NO
GCF_003544835.1_ASM354483v1,NO
GCF_003572205.1_ASM357220v1,NO
GCF_003583985.1_ASM358398v1,YES
GCF_003597125.1_ASM359712v1,NO
GCF_003610775.1_ASM361077v1,NO
GCF_003660105.1_ASM366010v1,NO
GCF_003710805.1_ASM371080v1,NO
GCF_003852895.1_ASM385289v1,NO
GCF_003986955.1_ASM398695v1,NO
GCF_003986975.1_ASM398697v1,NO
GCF_003987015.1_ASM398701v1,NO
GCF_003987135.1_ASM398713v1,NO
GCF_003987145.1_ASM398714v1,NO
GCF_003987175.1_ASM398717v1,NO
GCF_003987315.1_ASM398731v1,NO
GCF_003987345.1_ASM398734v1,NO
GCF_004000435.1_ASM400043v1,NO
GCF_004135405.1_ASM413540v1,NO
GCF_004216665.1_ASM421666v1,NO
GCF_004339765.1_ASM433976v1,NO
GCF_004358035.1_ASM435803v1,NO
GCF_004360145.1_ASM436014v1,NO
GCF_004362805.1_ASM436280v1,YES
GCF_004366575.1_ASM436657v1,NO
GCF_004366795.1_ASM436679v1,NO
GCF_004368925.1_ASM436892v1,YES
GCF_004571135.1_ASM457113v1,YES
GCF_004803475.1_ASM480347v1,NO
GCF_004804355.1_ASM480435v1,YES
GCF_006542645.1_Aond_1.0,NO
GCF_006542665.1_Acom_1.0,NO
GCF_006542685.1_Adis_1.0,NO
GCF_007004645.1_ASM700464v1,NO
GCF_007004725.1_ASM700472v1,NO
GCF_007004765.1_ASM700476v1,NO
GCF_007096385.1_ASM709638v1,NO
GCF_007655305.1_ASM765530v1,YES
GCF_007743815.1_ASM774381v1,NO
GCF_008033385.1_ASM803338v1,YES
GCF_008079445.1_ASM807944v1,NO
GCF_008933155.1_ASM893315v1,NO
GCF_009601165.1_ASM960116v1,NO
GCF_009731575.1_ASM973157v1,NO
GCF_009749395.1_ASM974939v1,NO
GCF_009749465.1_ASM974946v1,NO
GCF_009789225.1_ASM978922v1,NO
GCF_009846745.1_ASM984674v1,NO
GCF_009931615.1_ASM993161v1,NO
GCF_011761495.1_ASM1176149v1,NO
GCF_013036045.1_ASM1303604v1,NO
GCF_013201705.1_ASM1320170v1,NO
GCF_013372265.1_ASM1337226v1,NO
GCF_014163495.1_ASM1416349v1,NO
GCF_014202225.1_ASM1420222v1,YES
GCF_014206875.1_ASM1420687v1,YES
GCF_014207595.1_ASM1420759v1,NO
GCF_014288115.1_ASM1428811v1,NO
GCF_014595945.1_ASM1459594v1,NO
GCF_014643535.1_ASM1464353v1,NO
GCF_014647315.1_ASM1464731v1,NO
GCF_014651495.1_ASM1465149v1,YES
GCF_014652375.1_ASM1465237v1,NO
GCF_014652695.1_ASM1465269v1,YES
GCF_014652815.1_ASM1465281v1,NO
GCF_014653435.1_ASM1465343v1,NO
GCF_014656375.1_ASM1465637v1,NO
GCF_015354615.1_ASM1535461v1,NO
GCF_015558405.1_ASM1555840v1,YES
GCF_017051665.1_ASM1705166v1,NO
GCF_017051705.1_ASM1705170v1,YES
GCF_017254835.1_ASM1725483v1,YES
GCF_017254845.1_ASM1725484v1,YES
GCF_017254915.1_ASM1725491v1,NO
GCF_017298635.1_ASM1729863v1,NO
GCF_017329605.1_ASM1732960v1,NO
GCF_017329615.1_ASM1732961v1,NO
GCF_018362775.1_Alistipes_kh20,NO
GCF_018599245.1_ASM1859924v1,NO
GCF_019343455.1_ASM1934345v1,NO
GCF_019931215.1_ASM1993121v1,YES
GCF_021739485.1_ASM2173948v1,NO
GCF_022674245.1_ASM2267424v1,NO
GCF_022678485.1_ASM2267848v1,NO
GCF_022678625.1_ASM2267862v1,NO
GCF_022811605.1_ASM2281160v1,NO
GCF_023516715.1_ASM2351671v1,NO
GCF_023922585.1_ASM2392258v1,NO
GCF_024105665.1_ASM2410566v1,YES
GCF_024347195.1_ASM2434719v1,NO
GCF_024347215.1_ASM2434721v1,NO
GCF_024919275.1_ASM2491927v1,NO
GCF_025137635.1_ASM2513763v1,NO
GCF_025144665.1_ASM2514466v1,NO
GCF_025567195.1_ASM2556719v1,NO
GCF_026072915.1_ASM2607291v1,NO
GCF_026344035.1_ASM2634403v1,NO
GCF_026344155.1_ASM2634415v1,NO
GCF_026651605.1_ASM2665160v1,NO
GCF_026651875.1_ASM2665187v1,NO
GCF_027677115.1_ASM2767711v1,NO
GCF_027853235.1_ASM2785323v1,NO
GCF_027925245.1_ASM2792524v1,NO
GCF_028751525.1_ASM2875152v1,NO
GCF_030159935.1_ASM3015993v1,YES
GCF_030159955.1_ASM3015995v1,NO
GCF_030344935.1_ASM3034493v1,YES
GCF_030409805.1_ASM3040980v1,YES
GCF_900083545.1_PRJEB13794,NO
GCF_900097105.1_WK001,NO
GCF_900099935.1_IMG-taxon_2622736598_annotated_assembly,NO
GCF_900101705.1_IMG-taxon_2622736587_annotated_assembly,NO
GCF_900103735.1_IMG-taxon_2595698204_annotated_assembly,NO
GCF_900106695.1_IMG-taxon_2693429856_annotated_assembly,NO
GCF_900106955.1_IMG-taxon_2693429859_annotated_assembly,NO
GCF_900107035.1_IMG-taxon_2634166329_annotated_assembly,NO
GCF_900107675.1_IMG-taxon_2693429854_annotated_assembly,YES
GCF_900108085.1_IMG-taxon_2599185235_annotated_assembly,NO
GCF_900109955.1_IMG-taxon_2687453744_annotated_assembly,NO
GCF_900110815.1_IMG-taxon_2654588195_annotated_assembly,NO
GCF_900112005.1_IMG-taxon_2634166319_annotated_assembly,YES
GCF_900112595.1_IMG-taxon_2615840709_annotated_assembly,NO
GCF_900113375.1_IMG-taxon_2622736517_annotated_assembly,NO
GCF_900113695.1_IMG-taxon_2667527406_annotated_assembly,NO
GCF_900115015.1_IMG-taxon_2675903033_annotated_assembly,YES
GCF_900115305.1_IMG-taxon_2622736437_annotated_assembly,NO
GCF_900116615.1_IMG-taxon_2639762564_annotated_assembly,YES
GCF_900116805.1_IMG-taxon_2675903231_annotated_assembly,NO
GCF_900129785.1_IMG-taxon_2698536714_annotated_assembly,NO
GCF_900142255.1_IMG-taxon_2667527379_annotated_assembly,NO
GCF_900156755.1_IMG-taxon_2681813550_annotated_assembly,NO
GCF_900182815.1_IMG-taxon_2724679815_annotated_assembly,NO
GCF_900302485.1_A.pelagivivensCECT8811_Spades_Prokka,NO
GCF_900604385.1_PRJEB28786,NO
GCF_900624755.1_81E7,YES
GCF_943193205.1_Alistipes_sp_nov_DSM112343,YES
GCF_000014785.1_ASM1478v1,YES
GCF_000016285.1_ASM1628v1,NO
GCF_000016985.1_ASM1698v1,YES
GCF_000018325.1_ASM1832v1,NO
GCF_000025485.1_ASM2548v1,NO
GCF_000092125.1_ASM9212v1,NO
GCF_000159995.1_ASM15999v1,NO
GCF_000224085.1_ASM22408v1,YES
GCF_000300005.1_ASM30000v1,NO
GCF_000315445.1_Allo_otit_ATCC_51267_V1,NO
GCF_000317515.1_ASM31751v1,NO
GCF_000373545.1_ASM37354v1,NO
GCF_000374325.1_ASM37432v1,NO
GCF_000384195.1_ASM38419v1,NO
GCF_000422245.1_D_alkalitolerans_DSM16529_v1.0,NO
GCF_000429705.1_ASM42970v1,NO
GCF_000429725.1_ASM42972v1,NO
GCF_000474275.2_Bmar1.0,NO
GCF_000517065.1_ASM51706v1,NO
GCF_000619845.1_ASM61984v1,NO
GCF_000621445.1_ASM62144v1,NO
GCF_000621485.1_ASM62148v1,NO
GCF_000621665.1_ASM62166v1,NO
GCF_000730385.1_ASM73038v1,NO
GCF_000815225.1_ASM81522v1,NO
GCF_000963865.1_ASM96386v1,YES
GCF_000968055.1_ASM96805v1,NO
GCF_000981225.1_ASM98122v1,NO
GCF_001039475.1_ASM103947v1,NO
GCF_001281485.1_ASM128148v1,NO
GCF_001413955.1_ASM141395v1,NO
GCF_001420645.1_ASM142064v1,NO
GCF_001592025.1_ASM159202v1,NO
GCF_001663155.1_ASM166315v1,NO
GCF_001757105.1_ASM175710v1,NO
GCF_001758465.1_ASM175846v1,YES
GCF_001938985.1_ASM193898v1,NO
GCF_001953635.1_ASM195363v1,NO
GCF_001982605.1_ASM198260v1,NO
GCF_002019605.1_ASM201960v1,NO
GCF_002201795.1_ASM220179v1,NO
GCF_002259705.1_ASM225970v1,NO
GCF_002300555.2_ASM230055v2,NO
GCF_002807665.1_ASM280766v1,NO
GCF_002807685.1_ASM280768v1,YES
GCF_002861485.1_ASM286148v1,NO
GCF_002864685.1_ASM286468v1,NO
GCF_002886255.1_ASM288625v1,NO
GCF_002916695.1_ASM291669v1,NO
GCF_002993325.1_ASM299332v1,NO
GCF_002993335.1_ASM299333v1,NO
GCF_002993365.1_ASM299336v1,YES
GCF_003001695.1_ASM300169v1,YES
GCF_003002095.1_ASM300209v1,NO
GCF_003003275.1_ASM300327v1,NO
GCF_003004785.1_ASM300478v1,YES
GCF_003012815.1_ASM301281v1,YES
GCF_003044065.1_ASM304406v1,NO
GCF_003054175.1_ASM305417v1,YES
GCF_003058265.1_ASM305826v1,YES
GCF_003149745.1_ASM314974v1,NO
GCF_003226345.1_ASM322634v1,NO
GCF_003269425.1_ASM326942v1,YES
GCF_003317055.1_ASM331705v1,NO
GCF_003340475.1_ASM334047v1,NO
GCF_003350345.1_ASM335034v1,NO
GCF_003363135.1_ASM336313v1,YES
GCF_003367475.1_ASM336747v1,NO
GCF_003382275.1_ASM338227v1,YES
GCF_003426775.1_ASM342677v1,NO
GCF_003581615.1_ASM358161v1,YES
GCF_003584105.1_ASM358410v1,YES
GCF_003584135.1_ASM358413v1,YES
GCF_003584165.1_ASM358416v1,YES
GCF_003610805.1_ASM361080v1,NO
GCF_003664325.1_ASM366432v1,NO
GCF_003703475.1_ASM370347v1,NO
GCF_003710255.1_ASM371025v1,NO
GCF_003958635.1_ASM395863v1,YES
GCF_003992595.1_ASM399259v1,NO
GCF_003992615.1_ASM399261v1,YES
GCF_003992675.1_ASM399267v1,YES
GCF_004150225.1_ASM415022v1,YES
GCF_004153445.1_ASM415344v1,NO
GCF_004153455.1_ASM415345v1,NO
GCF_004296335.1_ASM429633v1,YES
GCF_004332295.1_ASM433229v1,NO
GCF_004801395.1_ASM480139v1,NO
GCF_004802515.1_ASM480251v1,NO
GCF_004804315.1_ASM480431v1,NO
GCF_004916895.1_ASM491689v1,YES
GCF_004965515.1_ASM496551v1,YES
GCF_005937185.1_ASM593718v1,YES
GCF_005938655.1_ASM593865v1,NO
GCF_006007885.1_ASM600788v1,NO
GCF_007559425.1_ASM755942v1,NO
GCF_007785775.2_ASM778577v2,YES
GCF_007859855.1_ASM785985v1,NO
GCF_007860105.1_ASM786010v1,NO
GCF_007988845.1_ASM798884v1,NO
GCF_007988865.1_ASM798886v1,NO
GCF_007991275.1_ASM799127v1,NO
GCF_007991315.1_ASM799131v1,NO
GCF_008014775.1_ASM801477v1,NO
GCF_008630495.1_ASM863049v1,YES
GCF_009017255.1_ASM901725v1,NO
GCF_009017275.1_ASM901727v1,NO
GCF_009362815.1_ASM936281v1,NO
GCF_009664835.1_ASM966483v1,NO
GCF_009720725.1_ASM972072v1,NO
GCF_009827405.1_ASM982740v1,YES
GCF_009827575.1_ASM982757v1,YES
GCF_009827595.1_ASM982759v1,NO
GCF_009827615.1_ASM982761v1,NO
GCF_009827655.1_ASM982765v1,NO
GCF_009828105.1_ASM982810v1,NO
GCF_009828115.1_ASM982811v1,NO
GCF_009903685.1_ASM990368v1,NO
GCF_010500845.1_ASM1050084v1,YES
GCF_010500895.1_ASM1050089v1,NO
GCF_010500915.1_ASM1050091v1,NO
GCF_011046245.1_ASM1104624v1,NO
GCF_011068285.1_ASM1106828v1,YES
GCF_011320115.1_ASM1132011v1,YES
GCF_012034335.1_ASM1203433v1,NO
GCF_012222825.1_ASM1222282v1,NO
GCF_012222965.1_ASM1222296v1,YES
GCF_013090115.1_ASM1309011v1,NO
GCF_013155465.1_ASM1315546v1,NO
GCF_013336795.1_ASM1333679v1,NO
GCF_013371495.1_ASM1337149v1,NO
GCF_013376415.1_ASM1337641v1,NO
GCF_013385175.1_ASM1338517v1,NO
GCF_013407765.1_ASM1340776v1,NO
GCF_013410455.1_ASM1341045v1,NO
GCF_014137865.1_ASM1413786v1,NO
GCF_014195585.1_ASM1419558v1,NO
GCF_014196535.1_ASM1419653v1,NO
GCF_014204945.1_ASM1420494v1,NO
GCF_014274465.1_ASM1427446v1,YES
GCF_014467015.1_ASM1446701v1,NO
GCF_014636935.1_ASM1463693v1,YES
GCF_014651815.1_ASM1465181v1,NO
GCF_015265435.1_ASM1526543v1,NO
GCF_015356855.1_ASM1535685v1,NO
GCF_015594845.1_ASM1559484v1,NO
GCF_016901055.1_ASM1690105v1,NO
GCF_016906305.1_ASM1690630v1,NO
GCF_016908555.1_ASM1690855v1,NO
GCF_017313275.1_ASM1731327v1,YES
GCF_017313785.1_ASM1731378v1,YES
GCF_017352215.1_ASM1735221v1,NO
GCF_018138385.1_ASM1813838v1,NO
GCF_018409545.1_ASM1840954v1,NO
GCF_018919215.1_ASM1891921v1,NO
GCF_019024285.1_ASM1902428v1,NO
GCF_019249255.1_ASM1924925v1,NO
GCF_019249295.1_ASM1924929v1,NO
GCF_019457905.1_ASM1945790v1,YES
GCF_019857185.1_ASM1985718v1,YES
GCF_020171805.1_ASM2017180v1,NO
GCF_020734105.1_ASM2073410v1,NO
GCF_020969955.1_ASM2096995v1,NO
GCF_022701195.1_ASM2270119v1,NO
GCF_023502425.1_ASM2350242v1,NO
GCF_023650495.1_ASM2365049v1,YES
GCF_023700755.1_ASM2370075v1,YES
GCF_024399475.1_ASM2439947v1,NO
GCF_025532145.1_ASM2553214v1,NO
GCF_026427595.1_ASM2642759v1,NO
GCF_028610635.1_ASM2861063v1,NO
GCF_028610675.1_ASM2861067v1,NO
GCF_028743495.1_ASM2874349v1,NO
GCF_029094545.1_ASM2909454v1,NO
GCF_030284385.1_ASM3028438v1,NO
GCF_030404055.1_ASM3040405v1,NO
GCF_900099605.1_IMG-taxon_2654588171_annotated_assembly,NO
GCF_900100725.1_IMG-taxon_2617270881_annotated_assembly,NO
GCF_900101165.1_IMG-taxon_2619619006_annotated_assembly,NO
GCF_900101495.1_IMG-taxon_2599185223_annotated_assembly,NO
GCF_900102925.1_IMG-taxon_2667527237_annotated_assembly,YES
GCF_900103425.1_IMG-taxon_2595698240_annotated_assembly,NO
GCF_900103775.1_IMG-taxon_2634166198_annotated_assembly,NO
GCF_900103955.1_IMG-taxon_2617270767_annotated_assembly,NO
GCF_900104645.1_PRJEB16358,NO
GCF_900106675.1_IMG-taxon_2693429897_annotated_assembly,NO
GCF_900107145.1_IMG-taxon_2675903030_annotated_assembly,NO
GCF_900107845.1_IMG-taxon_2617270770_annotated_assembly,NO
GCF_900108915.1_IMG-taxon_2675903151_annotated_assembly,NO
GCF_900109085.1_IMG-taxon_2616644817_annotated_assembly,NO
GCF_900112295.1_IMG-taxon_2619619048_annotated_assembly,YES
GCF_900112455.1_IMG-taxon_2616644818_annotated_assembly,NO
GCF_900113025.1_IMG-taxon_2651870176_annotated_assembly,NO
GCF_900128885.1_IMG-taxon_2582581275_annotated_assembly,NO
GCF_900129665.1_IMG-taxon_2617270824_annotated_assembly,YES
GCF_900156105.1_IMG-taxon_2706795025_annotated_assembly,NO
GCF_900177405.1_IMG-taxon_2708742536_annotated_assembly,YES
GCF_900177715.1_IMG-taxon_2718218510_annotated_assembly,YES
GCF_900215465.1_IMG-taxon_2728369489_annotated_assembly,NO
GCF_900217905.1_IMG-taxon_2740891819_annotated_assembly,NO
GCF_000024605.1_ASM2460v1,NO
GCF_000025885.1_ASM2588v1,NO
GCF_000154825.1_ASM15482v1,NO
GCF_000165795.1_ASM16579v1,NO
GCF_000199675.1_ASM19967v1,NO
GCF_000213655.1_ASM21365v1,NO
GCF_000239275.1_ASM23927v1,NO
GCF_000306965.1_ASM30696v1,NO
GCF_000307165.1_ASM30716v1,NO
GCF_000312365.2_ASM31236v2,NO
GCF_000317695.1_ASM31769v1,NO
GCF_000342005.1_Whole_genome_assembly,NO
GCF_000371885.1_ASM37188v1,NO
GCF_000374525.1_ASM37452v1,YES
GCF_000383915.1_ASM38391v1,NO
GCF_000384215.1_ASM38421v1,NO
GCF_000384295.1_ASM38429v1,NO
GCF_000384315.1_ASM38431v1,NO
GCF_000400635.2_ASM40063v2,NO
GCF_000430605.1_ASM43060v1,NO
GCF_000454025.1_ASM45402v1,NO
GCF_000482845.1_ASM48284v1,NO
GCF_000519205.1_ASM51920v1,NO
GCF_000526375.1_ASM52637v1,NO
GCF_000526395.1_ASM52639v1,NO
GCF_000695625.1_ASM69562v1,NO
GCF_000716785.1_ASM71678v1,NO
GCF_000717335.1_ASM71733v1,NO
GCF_000732925.1_ASM73292v1,NO
GCF_000746845.1_ASM74684v1,NO
GCF_000758765.1_04_NF40_HMP1630v01,YES
GCF_000808575.1_ASM80857v1,NO
GCF_000943515.2_ASM94351v2,NO
