Assembly Accession	Assembly Name	Assembly Level	Organism Name	CheckM completeness	Assembly Stats Total Sequence Length
GCF_018139125.1	ASM1813912v1	Complete Genome	Acinetobacter soli	99.59	3520755
GCF_900323515.1	KPC-SM-21	Contig	Acinetobacter stercoris	99.58	4164616
GCF_008867985.1	ASM886798v1	Contig	Acinetobacter tandoii	99.54	3573540
GCF_002135195.1	ASM213519v1	Contig	Acinetobacter terrae	99.99	3372974
GCF_004331155.1	ASM433115v1	Contig	Acinetobacter terrestris	99.92	3287055
GCF_003611465.1	ASM361146v1	Contig	Acinetobacter tianfuensis	99.63	3464918
GCF_023824315.1	ASM2382431v1	Complete Genome	Acinetobacter tibetensis	99.9	3390424
GCF_000759995.1	ASM75999v1	Contig	Acinetobacter tjernbergiae	99.94	3666765
GCF_017498585.1	ASM1749858v1	Complete Genome	Acinetobacter towneri	99.21	2799835
GCF_000369885.1	Acin_ursi_NIPH_706_V1	Scaffold	Acinetobacter ursingii NIPH 706	99.71	3510045
GCF_018409485.1	ASM1840948v1	Complete Genome	Acinetobacter variabilis	99.61	3198423
GCF_000368585.1	Acin_vene_CIP_110063_V1	Scaffold	Acinetobacter venetianus RAG-1 = CIP 110063	99.99	3458264
GCF_014635885.1	ASM1463588v1	Contig	Acinetobacter vivianii	99.89	3995570
GCF_009557235.1	ASM955723v1	Complete Genome	Acinetobacter wanghuae	97.67	2767765
GCF_001696605.3	ASM169660v3	Complete Genome	Acinetobacter wuhouensis	99.44	3960451
GCF_018476525.1	ASM1847652v1	Scaffold	Acrocarpospora catenulata	84.9	10292507
GCF_009687845.1	ASM968784v1	Scaffold	Acrocarpospora corrugata	83.97	9271625
GCF_009687865.1	ASM968786v1	Scaffold	Acrocarpospora macrocephala	88.36	12100308
GCF_016862995.1	ASM1686299v1	Contig	Acrocarpospora phusangensis	83.5	9111823
GCF_009687885.1	ASM968788v1	Scaffold	Acrocarpospora pleiomorpha	85.62	11762885
GCF_000671395.1	SOAPdenovo v1.05	Contig	Actibacterium atlanticum	98.57	3176383
GCF_900184935.1	C.lipolyticum_CECT8621_Spades_Prokka	Contig	Actibacterium lipolyticum	99.69	3877740
GCF_000647975.1	SOAPdenovo v1.05	Contig	Actibacterium mucosum KCTC 23349	100	3715337
GCF_014196965.1	ASM1419696v1	Contig	Actibacterium naphthalenivorans	99.39	4098108
GCF_002285415.1	ASM228541v1	Scaffold	Actibacterium pelagium	100	3494482
GCF_002285435.1	ASM228543v1	Contig	Actibacterium ureilyticum	100	4145296
GCF_016918855.1	ASM1691885v1	Contig	Actinacidiphila acididurans	98.77	9687523
GCF_900112845.1	IMG-taxon 2667527403 annotated assembly	Scaffold	Actinacidiphila alni	99.96	8270097
GCF_910593825.1	SBRY-DSM42138-v2	Contig	Actinacidiphila bryophytorum	98.77	8069042
GCF_907177275.1	Scock-DSM42063-v1	Scaffold	Actinacidiphila cocklensis	98.86	9139611
GCF_012034175.1	ASM1203417v1	Contig	Actinacidiphila epipremni	99.05	8247479
GCF_900188405.1	IMG-taxon 2671180020 annotated assembly	Scaffold	Actinacidiphila glaucinigra	99.62	9808662
GCF_900103985.1	IMG-taxon 2667527439 annotated assembly	Scaffold	Actinacidiphila guanduensis	98.85	8220839
GCF_005047355.1	ASM504735v1	Scaffold	Actinacidiphila oryziradicis	98.3	11530635
GCF_900142575.1	IMG-taxon 2667527448 annotated assembly	Scaffold	Actinacidiphila paucisporea	98.39	8164374
GCF_900110255.1	IMG-taxon 2671180039 annotated assembly	Scaffold	Actinacidiphila rubida	98.77	9005705
GCF_003999195.1	ASM399919v1	Contig	Actinacidiphila soli	98.58	9397553
GCF_900107965.1	IMG-taxon 2667527441 annotated assembly	Scaffold	Actinacidiphila yanglinensis	99.87	9592053
GCF_000745345.1	ASM74534v1	Contig	Actinacidiphila yeochonensis CN732	94.34	7819394
GCF_006716425.1	ASM671642v1	Contig	Actinoallomurus bryophytorum	93.35	9466640
GCF_030269445.1	ASM3026944v1	Scaffold	Actinoallomurus iriomotensis	94.41	10971369
GCF_024055795.1	ASM2405579v1	Contig	Actinoallomurus purpureus	94.36	9249720
GCF_024055725.1	ASM2405572v1	Contig	Actinoallomurus spadix	93.97	8025068
GCF_000718005.1	ASM71800v1	Contig	Actinoalloteichus caeruleus	99.5	6026369
GCF_001941625.1	ASM194162v1	Complete Genome	Actinoalloteichus fjordicus	97.99	7120854
GCF_002234535.1	ASM223453v1	Complete Genome	Actinoalloteichus hoggarensis	97.99	6606717
GCF_001747425.1	ASM174742v1	Complete Genome	Actinoalloteichus hymeniacidonis	98.41	6306386
GCF_029774155.1	ASM2977415v1	Complete Genome	Actinobacillus arthritidis	75.19	2266746
GCF_000374285.1	ASM37428v1	Scaffold	Actinobacillus capsulatus DSM 19761	98.71	2621135
GCF_900638385.1	57566_E02	Complete Genome	Actinobacillus delphinicola	80.86	1837244
GCF_000801145.1	ASM80114v1	Complete Genome	Actinobacillus equuli subsp. equuli	99.6	2431533
GCF_004519515.1	ASM451951v1	Complete Genome	Actinobacillus indolicus	96.63	2251645
GCF_900444945.1	50450_B01	Contig	Actinobacillus lignieresii	99.69	2236520
GCF_000175195.1	ASM17519v1	Contig	Actinobacillus minor NM305	99.52	2425264
GCF_900638445.1	57675_E01	Complete Genome	Actinobacillus pleuropneumoniae	98.5	2325526
GCF_901764995.1	5970_8#10_v2	Scaffold	Actinobacillus porcinus	96.29	2276241
GCF_003101015.1	ASM310101v1	Complete Genome	Actinobacillus porcitonsillarum	99.69	2263191
GCF_900460625.1	49642_E01	Contig	Actinobacillus seminis	93.46	2467403
GCF_002591855.1	ASM259185v1	Scaffold	Actinobacillus succinogenes	99.72	2314479
GCF_000739435.1	ASM73943v1	Complete Genome	Actinobacillus suis ATCC 33415	99.35	2501598
GCF_900445015.1	55147_H01	Contig	Actinobacillus ureae	98.16	2492689
GCF_901687125.1	Actino_spades	Contig	Actinobacillus vicugnae	99.35	2486743
GCF_000315465.1	Acti_mass_ACS-171-V-COL2_V1	Scaffold	Actinobaculum massiliense ACS-171-V-Col2	99.1	2032016
GCF_900618115.1	NCTC10327	Contig	Actinobaculum suis	97.33	2368602
GCF_017312725.1	ASM1731272v1	Scaffold	Actinocatenispora comari	87.98	7964335
GCF_016861975.1	ASM1686197v1	Contig	Actinocatenispora rupis	89.68	7831098
GCF_018324685.1	ASM1832468v1	Complete Genome	Actinocatenispora sera	87.94	7044238
GCF_016865425.1	ASM1686542v1	Complete Genome	Actinocatenispora thailandica	85.62	7426695
GCF_003751225.1	ASM375122v1	Contig	Actinocorallia herbida	94.3	9800715
GCF_002995495.1	ASM299549v1	Scaffold	Actinocorallia populi	94.86	8253623
GCF_018283645.1	ASM1828364v1	Contig	Actinocrinis puniceicyclus	99.83	6765010
GCF_004345645.1	ASM434564v1	Scaffold	Actinocrispum wychmicini	100	12011259
GCF_004362515.1	ASM436251v1	Contig	Actinokineospora alba	98.74	7288615
GCF_002934265.1	ASM293426v1	Contig	Actinokineospora auranticolor	100	8431890
GCF_016907695.1	ASM1690769v1	Contig	Actinokineospora baliensis	100	7681387
GCF_001940455.1	ASM194045v1	Scaffold	Actinokineospora bangkokensis	99.75	7453713
GCF_003663795.1	ASM366379v1	Scaffold	Actinokineospora cianjurensis	100	7615874
GCF_024171925.1	ASM2417192v1	Scaffold	Actinokineospora diospyrosa	100	8112504
GCF_000374445.1	ASM37444v1	Scaffold	Actinokineospora enzanensis DSM 44649	99	8119858
GCF_014648415.1	ASM1464841v1	Scaffold	Actinokineospora fastidiosa	100	7042850
GCF_030268905.1	ASM3026890v1	Scaffold	Actinokineospora globicatena	100	7641567
GCF_000482865.1	ASM48286v1	Scaffold	Actinokineospora inagensis DSM 44258	99.75	7278759
GCF_900101685.1	IMG-taxon 2651870117 annotated assembly	Scaffold	Actinokineospora iranica	99.5	6578763
GCF_009745975.1	ASM974597v1	Scaffold	Actinokineospora pegani	100	6439512
GCF_003182415.1	ASM318241v1	Scaffold	Actinokineospora spheciospongiae	100	7546603
GCF_900111175.1	IMG-taxon 2616644847 annotated assembly	Scaffold	Actinokineospora terrae	100	7588185
GCF_014323725.1	ASM1432372v1	Contig	Actinokineospora xionganensis	99.23	6813329
GCF_014323705.1	ASM1432370v1	Contig	Actinomadura alba	87.66	8382704
GCF_014873935.1	ASM1487393v1	Contig	Actinomadura algeriensis	97.06	8612339
GCF_000381885.1	ASM38188v1	Scaffold	Actinomadura atramentaria DSM 43919	99.12	6710579
GCF_004348335.1	ASM434833v1	Contig	Actinomadura bangladeshensis	95.59	8697534
GCF_017573505.1	ASM1757350v1	Contig	Actinomadura barringtoniae	97.26	11715108
GCF_014205085.1	ASM1420508v1	Contig	Actinomadura catellatispora	94.85	8203588
GCF_008085895.1	ASM808589v1	Contig	Actinomadura chibensis	96.49	9406515
GCF_013409045.1	ASM1340904v1	Contig	Actinomadura citrea	96.82	8992310
GCF_014208105.1	ASM1420810v1	Contig	Actinomadura coerulea	97.12	8190213
GCF_003289645.1	ASM328964v1	Contig	Actinomadura craniellae	91.93	7503577
GCF_004349235.1	ASM434923v1	Contig	Actinomadura darangshiensis	95.13	9886063
GCF_008121305.1	ASM812130v1	Contig	Actinomadura decatromicini	96.5	9304746
GCF_900659615.1	LMG29177_FinalContigs.fasta.gz	Contig	Actinomadura fibrosa	96.43	10915467
GCF_000374305.1	ASM37430v1	Scaffold	Actinomadura flavalba DSM 45200	94.6	6167782
GCF_900659625.1	LMG29178_FinalContigs.fasta.gz	Contig	Actinomadura formosensis	93.7	7124672
GCF_030417495.1	ASM3041749v1	Contig	Actinomadura geliboluensis	96.61	9742800
GCF_024648845.1	ASM2464884v1	Scaffold	Actinomadura glauciflava	97.2	9357102
GCF_019175365.1	ASM1917536v1	Complete Genome	Actinomadura graeca	93.67	8979594
GCF_006716765.1	ASM671676v1	Contig	Actinomadura hallensis	94.5	6701511
GCF_003696215.1	ASM369621v1	Scaffold	Actinomadura harenae	95.51	9356375
GCF_001552635.1	ASM155263v1	Contig	Actinomadura hibisca NBRC 15177	98.39	9023974
GCF_001552175.1	ASM155217v1	Contig	Actinomadura kijaniata NBRC 14229	96.11	10258935
GCF_001552195.1	ASM155219v1	Contig	Actinomadura latina NBRC 106108	94.11	7867648
GCF_009733595.1	ASM973359v1	Scaffold	Actinomadura litoris	93.68	9160916
GCF_014648675.1	ASM1464867v1	Scaffold	Actinomadura livida	94.23	8149099
GCF_003428695.1	ASM342869v1	Contig	Actinomadura logoneensis	94.68	8093581
GCF_013409365.1	ASM1340936v1	Contig	Actinomadura luteofluorescens	97.32	9622362
GCF_001552215.1	ASM155221v1	Contig	Actinomadura macra NBRC 14102	94.79	9046351
GCF_009604375.1	ASM960437v1	Contig	Actinomadura macrotermitis	95.92	8535269
GCF_900445005.1	58901_F01	Contig	Actinomadura madurae	92.79	10191271
GCF_900188105.1	IMG-taxon 2724679706 annotated assembly	Contig	Actinomadura mexicana	96.88	8786361
GCF_900188445.1	IMG-taxon 2700988714 annotated assembly	Scaffold	Actinomadura meyerae	96.38	8572960
GCF_008923365.1	ASM892336v1	Scaffold	Actinomadura montaniterrae	97.45	10704999
GCF_014138665.1	ASM1413866v1	Scaffold	Actinomadura namibiensis	96.41	9760791
GCF_017573545.1	ASM1757354v1	Contig	Actinomadura nitritigenes	97.62	10586883
GCF_000518265.1	ASM51826v1	Scaffold	Actinomadura oligospora ATCC 43269	98.65	9353665
GCF_019458805.1	ASM1945880v1	Contig	Actinomadura parmotrematis	94.97	7590537
GCF_003634705.1	ASM363470v1	Scaffold	Actinomadura pelletieri DSM 43383	93.23	7528180
GCF_008923205.2	ASM892320v2	Scaffold	Actinomadura physcomitrii	94.92	9999585
GCF_009831215.1	ASM983121v1	Scaffold	Actinomadura rayongensis	95.2	6868284
GCF_000425065.1	ASM42506v1	Scaffold	Actinomadura rifamycini DSM 43936	98.41	8385432
GCF_900659635.1	LMG30035_FinalContigs.fasta.gz	Contig	Actinomadura roseirufa	93.66	9034239
GCF_004349215.1	ASM434921v1	Contig	Actinomadura rubrisoli	94.5	10227186
GCF_001552235.1	ASM155223v1	Contig	Actinomadura rubrobrunea NBRC 15275	93.98	6724167
GCF_002911665.1	ASM291166v1	Scaffold	Actinomadura rubteroloni	95.28	6469137
GCF_008923185.1	ASM892318v1	Scaffold	Actinomadura rudentiformis	96.29	10704726
GCF_024172125.1	ASM2417212v1	Contig	Actinomadura rupiterrae	96.59	10242436
GCF_005889715.1	ASM588971v1	Contig	Actinomadura soli	93.75	9041065
GCF_003432485.1	ASM343248v1	Contig	Actinomadura spongiicola	93.21	7711411
GCF_008085905.1	ASM808590v1	Contig	Actinomadura syzygii	95.71	9698644
GCF_022751215.1	ASM2275121v1	Scaffold	Actinomadura terrae	94.22	8962862
GCF_013211575.1	ASM1321157v1	Chromosome	Actinomadura verrucosospora	97.33	10214634
GCF_017573465.1	ASM1757346v1	Contig	Actinomadura violacea	97.66	11174601
GCF_015751755.1	ASM1575175v1	Contig	Actinomadura viridis	96.72	8992097
GCF_030283145.1	ASM3028314v1	Scaffold	Actinomadura xylanilytica	94.58	8168491
GCF_009650215.1	ASM965021v1	Complete Genome	Actinomarinicola tropica	97.06	3715454
GCF_916050445.1	ERR2764997_bin.10_metaWRAP_v1.1_MAG	Contig	Actinomyces bouchesdurhonensis	93.26	2203294
GCF_900444995.1	50256_F01	Contig	Actinomyces bovis	97.67	2595566
GCF_003860075.1	ASM386007v1	Contig	Actinomyces bowdenii	99.77	3103770
GCF_900499005.1	PRJEB27979	Scaffold	Actinomyces culturomici	98.18	2562402
GCF_000429225.1	ASM42922v1	Scaffold	Actinomyces dentalis DSM 19115	98.06	3531393
GCF_900445045.1	49888_F01	Contig	Actinomyces denticolens	99.88	2877863
GCF_013184985.2	ASM1318498v2	Complete Genome	Actinomyces faecalis	99.95	2701426
GCF_002076915.1	ASM207691v1	Complete Genome	Actinomyces gaoshouyii	98.83	2359360
GCF_000429265.1	ASM42926v1	Scaffold	Actinomyces gerencseriae DSM 6844	99.18	3420019
GCF_002871975.1	ASM287197v1	Scaffold	Actinomyces graevenitzii	93.74	2107861
GCF_015355765.1	ASM1535576v1	Contig	Actinomyces haliotis	99.35	2678437
GCF_900637165.1	49699_G02	Complete Genome	Actinomyces howellii	99.07	3148934
GCF_001457875.1	Actinomyces ihumii	Contig	Actinomyces ihuae	99.03	2458350
GCF_030253495.1	ASM3025349v1	Complete Genome	Actinomyces israelii	100	3980311
GCF_006546835.1	ASM654683v1	Scaffold	Actinomyces johnsonii	99.77	3348294
GCF_003606385.1	ASM360638v1	Chromosome	Actinomyces lilanjuaniae	83.79	3025012
GCF_013177295.1	ASM1317729v1	Complete Genome	Actinomyces marmotae	100	2419502
GCF_900155605.1	PRJEB18271	Scaffold	Actinomyces marseillensis	95.91	2007569
GCF_000269805.1	ASM26980v1	Scaffold	Actinomyces massiliensis 4401292	99.93	3371034
GCF_900155595.1	PRJEB18043	Contig	Actinomyces mediterranea	99.53	2395621
GCF_900187855.1	PRJEB20853	Contig	Actinomyces minihominis	94.81	2036057
GCF_016127855.1	ASM1612785v1	Complete Genome	Actinomyces naeslundii	98.15	3152123
GCF_004104015.1	ASM410401v1	Contig	Actinomyces oricola	99.01	2930686
GCF_016127955.1	ASM1612795v1	Complete Genome	Actinomyces oris	100	3190396
GCF_900120245.1	PRJEB17949	Complete Genome	Actinomyces pacaensis	95.91	1892549
GCF_902375405.1	MGYG-HGUT-01480	Contig	Actinomyces polynesiensis	90.98	2878449
GCF_004798665.1	ASM479866v1	Complete Genome	Actinomyces procaprae	98.78	3600355
GCF_900155435.1	PRJEB18758	Scaffold	Actinomyces provencensis	96.18	3348996
GCF_004102025.1	ASM410202v1	Complete Genome	Actinomyces qiguomingii	99.77	3988549
GCF_001553565.1	ASM155356v1	Complete Genome	Actinomyces radicidentis	98.66	3051613
GCF_014595995.2	ASM1459599v2	Complete Genome	Actinomyces respiraculi	99.53	2912106
GCF_900103885.1	IMG-taxon 2651870319 annotated assembly	Scaffold	Actinomyces ruminicola	99.95	3103556
GCF_002154335.2	ASM215433v2	Contig	Actinomyces ruminis	60.28	3413161
GCF_900637295.1	50477_G01	Complete Genome	Actinomyces slackii	99.77	3220508
GCF_000295095.1	ASM29509v1	Scaffold	Actinomyces timonensis DSM 23838	99.53	2932944
GCF_900119695.1	PRJEB17950	Scaffold	Actinomyces urinae	100	1946898
GCF_002861525.1	ASM286152v1	Scaffold	Actinomyces urogenitalis	100	2513756
GCF_900637975.1	53550_F01	Complete Genome	Actinomyces viscosus	99.77	3491241
GCF_001687305.1	ASM168730v1	Scaffold	Actinomyces vulturis	99.07	2202666
GCF_016598775.1	ASM1659877v1	Complete Genome	Actinomyces weissii	97.2	2564181
GCF_004010955.1	ASM401095v1	Complete Genome	Actinomyces wuliandei	98.25	3107761
GCF_028737265.1	ASM2873726v1	Contig	Actinomycetospora callitridis	99.57	6077673
GCF_000379625.1	ASM37962v1	Scaffold	Actinomycetospora chiangmaiensis DSM 45062	98.24	5861079
GCF_028737215.1	ASM2873721v1	Contig	Actinomycetospora chibensis	99.47	6177824
GCF_003096675.1	ASM309667v1	Scaffold	Actinomycetospora cinnamomea	99.82	5971662
GCF_013409505.1	ASM1340950v1	Contig	Actinomycetospora corticicola	78.99	6166488
GCF_021026375.1	ASM2102637v1	Contig	Actinomycetospora endophytica	98.62	6982180
GCF_028737205.1	ASM2873720v1	Contig	Actinomycetospora lutea	98.76	6531507
GCF_021026295.1	ASM2102629v1	Contig	Actinomycetospora soli	98.51	6523775
GCF_028737255.1	ASM2873725v1	Contig	Actinomycetospora straminea	98.31	6285992
GCF_004363095.1	ASM436309v1	Scaffold	Actinomycetospora succinea	99.82	6465222
GCF_014874055.1	ASM1487405v1	Contig	Actinophytocola algeriensis	99.56	9750021
GCF_025165815.1	ASM2516581v1	Contig	Actinophytocola gossypii	99.75	7384836
GCF_004364325.1	ASM436432v1	Contig	Actinophytocola oryzae	99.92	10706011
GCF_001921205.1	ASM192120v1	Contig	Actinophytocola xanthii	99.67	8345635
GCF_001921215.1	ASM192121v1	Contig	Actinophytocola xinjiangensis	99.15	9535536
GCF_016861995.1	ASM1686199v1	Contig	Actinoplanes abujensis	93.72	9263510
GCF_024137025.1	ASM2413702v1	Contig	Actinoplanes aksuensis	93.07	10010471
GCF_900215205.1	IMG-taxon 2675903134 annotated assembly	Scaffold	Actinoplanes atraurantiacus	95.17	10906727
GCF_018332655.1	ASM1833265v1	Contig	Actinoplanes auranticolor	89.92	9878734
GCF_015704865.1	ASM1570486v1	Scaffold	Actinoplanes aureus	95.07	10742306
GCF_001509495.1	ASM150949v1	Contig	Actinoplanes awajinensis subsp. mycoplanecinus	95.4	11392731
GCF_018829635.1	ASM1882963v1	Contig	Actinoplanes bogorensis	93.57	10192286
GCF_004362215.1	ASM436221v1	Contig	Actinoplanes brasiliensis	92.94	9750342
GCF_016862035.1	ASM1686203v1	Contig	Actinoplanes campanulatus	94.39	9917308
GCF_016862055.1	ASM1686205v1	Contig	Actinoplanes capillaceus	93.48	9722078
GCF_018332715.1	ASM1833271v1	Contig	Actinoplanes consettensis	91.54	10606845
GCF_016862075.1	ASM1686207v1	Contig	Actinoplanes couchii	92.63	11465012
GCF_016862095.1	ASM1686209v1	Contig	Actinoplanes cyaneus	95.98	10358347
GCF_016862115.1	ASM1686211v1	Contig	Actinoplanes deccanensis	94.72	10634869
GCF_900104725.1	IMG-taxon 2634166338 annotated assembly	Chromosome	Actinoplanes derwentensis	92.45	10654181
GCF_016862155.1	ASM1686215v1	Contig	Actinoplanes digitatis	91.04	9068915
GCF_016862175.1	ASM1686217v1	Contig	Actinoplanes durhamensis	94.44	10509825
GCF_016862195.1	ASM1686219v1	Contig	Actinoplanes ferrugineus	93.29	9409405
GCF_017592555.1	ASM1759255v1	Scaffold	Actinoplanes flavus	92.57	9683788
GCF_000494755.1	ASM49475v1	Complete Genome	Actinoplanes friuliensis DSM 7358	92.26	9376071
GCF_000379645.1	ASM37964v1	Scaffold	Actinoplanes globisporus DSM 43857	98.15	10988507
GCF_023717965.1	ASM2371796v1	Contig	Actinoplanes hotanensis	93.27	10411484
GCF_019429605.1	ASM1942960v1	Scaffold	Actinoplanes hulinensis	93.55	9324237
GCF_016862215.1	ASM1686221v1	Contig	Actinoplanes humidus	91.7	11100543
GCF_018324205.1	ASM1832420v1	Complete Genome	Actinoplanes ianthinogenes	96.51	9897806
GCF_016862235.1	ASM1686223v1	Contig	Actinoplanes italicus	94.11	11098820
GCF_016785085.1	ASM1678508v1	Contig	Actinoplanes lichenicola	93.13	10674089
GCF_030709675.1	ASM3070967v1	Contig	Actinoplanes lichenis	91.35	9012640
GCF_016862255.1	ASM1686225v1	Contig	Actinoplanes lobatus	92.58	10253485
GCF_003259845.1	ASM325984v1	Scaffold	Actinoplanes lutulentus	95.01	9887594
GCF_023544465.1	ASM2354446v1	Contig	Actinoplanes maris	93.53	9353428
GCF_000284295.1	ASM28429v1	Complete Genome	Actinoplanes missouriensis 431	98.5	8773466
GCF_016862275.1	ASM1686227v1	Contig	Actinoplanes nipponensis	90.85	8952901
GCF_016862295.1	ASM1686229v1	Contig	Actinoplanes octamycinicus	96.93	10138477
GCF_016834655.1	ASM1683465v1	Contig	Actinoplanes ovalisporus	94.51	11420128
GCF_016862315.1	ASM1686231v1	Contig	Actinoplanes palleronii	95.85	11168746
GCF_900113015.1	IMG-taxon 2675903218 annotated assembly	Contig	Actinoplanes philippinensis	94.53	10381230
GCF_019710575.1	ASM1971057v1	Contig	Actinoplanes polyasparticus	93.63	10686494
GCF_000962825.1	ASM96282v1	Contig	Actinoplanes rectilineatus	92.39	10320296
GCF_900188005.1	IMG-taxon 2724679777 annotated assembly	Scaffold	Actinoplanes regularis	93.67	10031706
GCF_016862375.1	ASM1686237v1	Contig	Actinoplanes rishiriensis	91.54	10908275
GCF_016862395.1	ASM1686239v1	Contig	Actinoplanes siamensis	91.96	8222618
GCF_003999975.1	ASM399997v1	Contig	Actinoplanes solisilvae	92.28	10124196
GCF_000721705.1	ASM72170v1	Contig	Actinoplanes subtropicus	93.72	11257336
GCF_003711105.1	ASM371110v1	Complete Genome	Actinoplanes teichomyceticus ATCC 31121	90.77	8287152
GCF_016862435.1	ASM1686243v1	Contig	Actinoplanes tereljensis	94.23	10792567
GCF_018332695.1	ASM1833269v1	Contig	Actinoplanes toevensis	94.76	10945774
GCF_016862455.1	ASM1686245v1	Contig	Actinoplanes utahensis	92.84	9417079
GCF_016862475.1	ASM1686247v1	Contig	Actinoplanes xinjiangensis	93.32	10771015
GCF_000373925.1	ASM37392v1	Scaffold	Actinopolymorpha alba DSM 45243	97.48	7983713
GCF_900113145.1	IMG-taxon 2675903058 annotated assembly	Scaffold	Actinopolymorpha cephalotaxi	97.2	6822861
GCF_014873875.1	ASM1487387v1	Contig	Actinopolymorpha pittospori	97.48	10562590
GCF_013407855.1	ASM1340785v1	Contig	Actinopolymorpha rutila	95.94	6952820
GCF_900104745.1	IMG-taxon 2636416006 annotated assembly	Chromosome	Actinopolymorpha singaporensis	95.8	6403669
GCF_900112765.1	IMG-taxon 2619619028 annotated assembly	Scaffold	Actinopolyspora alba	97.96	5240643
GCF_013408175.1	ASM1340817v1	Scaffold	Actinopolyspora biskrensis	86.59	4949786
GCF_002263515.1	ASM226351v1	Complete Genome	Actinopolyspora erythraea	97.98	5243930
GCF_000371785.1	ASM37178v1	Contig	Actinopolyspora halophila DSM 43834	98.87	5353291
GCF_000384035.1	ASM38403v1	Scaffold	Actinopolyspora mortivallis DSM 44261	99.21	4233350
GCF_900101095.1	IMG-taxon 2619619027 annotated assembly	Scaffold	Actinopolyspora mzabensis	97.96	5004253
GCF_900116555.1	IMG-taxon 2616644808 annotated assembly	Scaffold	Actinopolyspora righensis	97.85	4924010
GCF_900100925.1	IMG-taxon 2634166628 annotated assembly	Contig	Actinopolyspora saharensis	97.34	4682228
